title,autor,tutor,graduate_title,Carrera,year_approval,publication_timestamp,abstract,keyword
"Determinación de potenciales targets de exploración de la región río Jubones – Manú – Paraíso de Celén mediante correlación geológica, geoquímica y geofísica.","Olaya Farías, Johnny José","Llerena Carrera, Gerardo Marcelo||Lomas Zumba, Washington Lizandro",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2023,2023-11-13T14:20:54Z,"Este proyecto de investigación presenta un diagnóstico geoquímico a partir de 639 muestras de sedimentos fluviales y la interpretación geofísica con datos aeromagnéticos de las hojas topográficas de Manú y Selva Alegre a escala 1:50,000. Esta información forma parte de los datos colectados del proyecto PRODEMINCA y los resultados obtenidos fueron correlacionados con la geología de la zona de estudio. Se realizó un análisis geoestadístico general y luego por ambientes geológicos para los elementos: Au, Ag, Cu, Pb, Zn, Mo, Ni, Co, As, Sb, Hg, con lo cual se determinó el umbral anomálico y valor de fondo geoquímico para cada elemento en ambos escenarios. Las anomalías obtenidas han sido correlacionadas con la litología, estructuras e indicios de mineralización, lo que permitió establecer afinidad a mineralizaciones tipo pórfido y epitermal. Además, para el procesamiento e interpretación de los datos aeromagnéticos se aplicaron diversos algoritmos matemáticos que permitieron definir lineamientos con tendencia NE-SW y E-W y zonas de susceptibilidad magnética (baja, media y alta), donde los altos magnéticos están relacionados a rocas andesíticas y los bajos magnéticos posiblemente estén relacionados al alto contenido de sílice en rocas granodioritas de grano medio a grueso;
para reafirmar la interpretación de los resultados geofísicos, se generó un modelo VOXI el cual muestra la distribución espacial de la anomalía en el subsuelo. De acuerdo a los resultados de anomalías geoquímicas y geofísicas, además de la evaluación litológica, la zona de estudio presenta dos áreas con características típicas de depósitos tipo epitermal con asociaciones Cu-Pb-Zn-Sb y Cu-Pb-Zn-Sb-As y susceptibilidad magnética media – alta (5 – 90 nT); y tres áreas con afinidad a mineralización tipo pórfido con asociaciones de Cu-Mo, Cu-Ni y Cu-Pb-Sb-Ni y estas asociaciones geoquímicas presentan susceptibilidad magnética media – alta (-20 – 90 nT).","Geoquímica||Anomalía||Susceptibilidad,||Lineamiento"
Caracterización geológico y geotécnico para la factibilidad avanzada del proyecto represa El Tigre como parte del proyecto hidroeléctrico Guayllabamba,"Montenegro Chapi, Renán Marcelo","Albán Soria, Galo Fernando",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2015,2016-11-25T02:07:30Z,"El Ministerio de Electricidad y Energía Renovable, creado el 9 de julio de 2007, hace ya siete años, es el ente rector del sector eléctrico ecuatoriano y de la energía renovable. Esta entidad es la responsable de satisfacer las necesidades de energía eléctrica del país, mediante la formulación de normativa pertinente, planes de desarrollo y políticas sectoriales para el aprovechamiento eficiente de sus recursos El actual trabajo de investigación tiene como objetivo determinar las características geológicas – geotécnicas apropiadas, las cuales servirán para el diseño, implantación para el modelo de infraestructura más idónea para la represa El Tigre. Los datos obtenidos en el transcurso del proyecto están plasmados en un perfil 
donde se emplazara la represa, el fin del perfil es zonificar el terreno geotécnicamente para determinar el tipo de represe que mejor se adapte a las propiedades de los diferentes materiales presentes en el área. Se determinó mediante los afloramientos, perforaciones, geofísica y una galería cuatro unidades geotécnicas (unidad naranjal, unidad el tigre, unidad brecha volcánica, depósitos de talud o coluvial) Dada las propiedades geológicas-geotécnicas de la unidad Naranjal en la mayor parte del área de cimentación, es posible construir una represa de tipo rígido.||The Ministry of Electricity and Renewable Energy, created on July 9, 2007, seven years ago, is the governing body of the Ecuadorian electricity sector and renewable energy. This entity is responsible for meeting the electricity needs of the country through the formulation of relevant legislation, development plans and sectorial policies for the efficient use of resources The current research aims to determine the geological characteristics – geotechnical appropriate, which will serve for the design, implementation for the most suitable model for the El Tigre dam infrastructure. The data obtained in the course of the project are reflected in a profile where the dam will be built, the end of the profile is zoned geotechnically field to determine the type of represe that best suits properties the different materials present in the area. It was determined by the outcrops, drilling, geophysical and geotechnical gallery four units (orangery unity, unity tiger, volcanic breccia unit, or colluvial slope deposits) Given the geological-geotechnical properties of Naranjal unity in most of the area foundation, you can build a dam rigid type.",PERFILES GEOLÓGICOS||PERFILES GEOTÉCNICOS||EVALUACIÓN AMBIENTAL||CLIMATOLOGÍA||HIDROLOGÍA||TERRAZAS ALUVIALES||GEODINÁMICA||GEOTÉCNIA||MECANICA DE ROCAS
Metodología de construcción y monitoreo en túneles hidráulicos sanitarios en áreas urbanas de Quito,"Chafla Oña, Alex Vinicio||Cruel Chang, Elaine María","Guzmán García, Adán Viterbo",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2015,2016-08-24T22:57:15Z,"La cuenca de Quito formada a partir del Pleistoceno Medio por la actividad del Sistema de Fallas Inversas de Quito tiene su expresión morfológica por las lomas de Calderón-Catequilla, Batán-La Bota e Ilumbisí-Puengasí (Villagómez, 2003). La accidentada topografía y complicada geología que constituyen a la ciudad capital, son factores determinantes en la construcción de túneles de secciones menores a 3 m2. La construcción de túneles hidráulicos sanitarios en las áreas urbanas de la capital supone contar con trabajos preliminares que prevean los probables cambios en las condiciones geológicas – geotécnicas del terreno que determinan la elaboración del trazado, diseño, especificaciones técnicas constructivas y costos del proyecto. El seguimiento en el avance de las obras mediante las fichas geológicas – geotécnicas permitió determinar que la velocidad de excavación en los túneles fue de alrededor de los 3 m por día, la litología predominante en el túnel “Interceptor Quebrada Río Grande” fue el material de origen antrópico y la Unidad Fluvio-Lacustre El Pintado, materiales con condiciones geotécnicas no muy buenas pero con capacidad de autosoportarse. Mientras que, la litología encontrada en el proyecto “Alcantarillado Nuevo Colector Gualaquiza” fue la Formación Cangahua compuesta por materiales compactos y de consistencia dura brindando la estabilidad en sus paredes gracias a la capacidad de auto soporte de sus materiales.||The Quito basin was formed during Middle Pleistocene due to Quito Active Fault System activity which their morphologic expressions are the ridges Calderon-Catequilla, Batan-La Bota and Ilumbisi-Puengasi. The city of Quito is settled on a complex topography and geology, factors that influence directly over engineering construction works. Construction of sanitary tunnels in Quito means having previous studies that presents the geotechnical-geological conditions of the ground. These studies allow defining the design, the technical construction specifications and the costs of the project. The follow-up in the work schedule were registered in geotechnical geological records which allowed knowing excavation speeds, lithology and type of materials found in the projects. Excavation speed, in the two projects, was around 3 meters per day. The lithology found in the “Interceptor Quebrada Grande” project was formed by fluvio lacustrine El Pintado Unit and Anthropogenic Materials; lithology with low geotechnical conditions but, manageable. The “Alcantarillado Nuevo Colector Gualaquiza” project was placed over Cangahua Formation, a compact lithology with hard consistency, characteristics that gave stability to the walls during the construction of the tunnel.",METODOLOGÍA DE CONSTRUCCIÓN||MONITOREO EN TÚNELES HIDRÁULICOS||TÚNELES HIDRÁULICOS SANITARIOS||IMPACTOS AMBIENTALES||INTERCEPTOR QUEBRADA RÍO GRANDE||COLECTOR GUALAQUIZA||GEOLOGÍA DE QUITO
Modelo estático de la formación Hollín Superior en el Campo Tiguino,"Moposita Palacios, Ximena Alexandra","Valarezo Torres, Vicente Efraín",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2016,2016-11-08T19:09:26Z,"El desarrollo del modelo estático ofrece una caracterización geológica y petrofísica del reservorio Hollín Superior que servirá para tener una visualización de áreas prospectivas en el campo Tiguino, a través del análisis de propiedades petrofísicas y distribución variográfica de facies, que ayudaron a mejorar la prognosis de dos pozos propuestos y a la verificación de la conexión existente entre los pozos TIG 05 y TIG 19 para un futuro plan piloto de inyección. Se utilizó el método determinístico basado en datos de registros eléctricos como entrada, obteniéndose mapas estructurales, de isopropiedades y un POES determinístico de 22.468 MMbls; además se utilizó el método estocástico, con la misma entrada, aplicando 50 realizaciones, se obtuvo un grilla de distribución de facies probabilístico aplicando el algoritmo de ""most of"" , en base a esta distribución se poblaron las propiedades de porosidad, permeabilidad y saturación de agua, y se obtuvo un POES probabilístico de 22.33 MMbls. El POES de ambos métodos fueron comparados y analizados obteniéndose una diferencia de 0.614%, adicionalmente se confirma un importante desarrollo de la arena Hollín Superior en el área de los pozos propuestos, y se evidencio la continuidad entre los pozos TIG 05 y TIG 19.||The development of the static model offers a geological and petro-physical description of the Upper Hollin Reservoir which will resultuseful to get a visualization of the prospective areas in the Tiguino field, throughout the analysis of both the petrophysical properties and variographic distribution of facies that help to improve the diagnosis of thetwo proposed wells and theverification of the existing connection between the TIG 05 and TIG 19 wells for a future plan of injection. We utilized the deterministic method based on electrical logdata as input, getting structural and isoproperties maps, and a deterministic OIIP of 22.468 MMbls. So,we utilized the stochasticmethod with the same input and applied 50 realizations. This got a distribution grid of probabilistic facie applying the most of algorithm. Based on the distribution,we settled the properties of porosity, permeability and water saturation and we obtained a probabilistic OIIP of 22.33 MMbls. The OIIP of both methods were compared and analyzed getting a difference of 0.614%, confirm an important development of sand Upper Hollin in the area of the proposed wells and making evident the continuity between wells TIG05 and TIG19.",MODELO ESTÁTICO||HOLLÍN SUPERIOR||CAMPO TIGUINO||CARACTERIZACIÓN GEOLÓGICA||CARACTERIZACIÓN PETROFÍSICA||MÉTODO ESTOCÁSTICO
Modelo geológico y análisis multitemporal de la zona inestable entre el kp 137+950 al kp 138+723 del tramo dos del oleoducto de crudos pesados (OCP).,"Torres Briceño, Pedro Andrés","Ibadango Anrrango, Cruz Elías",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2022,2022-10-31T14:03:03Z,"El presente estudio comprende el análisis de la deformación del terreno mediante una serie de períodos de tiempo (2012-2019 y 2019-2020). Para el efecto, en primer lugar, se realizó una extensiva evaluación bibliográfica, así como también, la revisión cartográfica de los períodos de estudio, enfocada en la detección de posibles zonas inestables por la ocurrencia de procesos de remoción en masa. De la misma forma, se realizó la verificación en campo de datos geológicos y estructurales del área de estudio, para establecer y validar los patrones temporales y espaciales de los distintos tipos de deslizamientos. Con la ayuda de un SIG fue posible definir los modelos que explican la forma, dirección y magnitud de los movimientos del terreno, tanto verticales como horizontales en cada período de tiempo, cuyas consecuencias fueron posteriormente verificadas en campo. Con el modelo geológico obtenido, los perfiles litológicos, columnas estratigráficas, datos estructurales y los modelos con las velocidades de desplazamiento del terreno por período de tiempo, fue posible identificar las zonas críticas y las causas de dichos movimientos, las cuales pasan por una combinación de procesos geológicos, tectónicos y de eventos antrópicos producto de los trabajos de soterramiento del tramo dos del oleoducto OCP.||The present study deals with the analysis of ground deformation through a series of time periods (2012-2019 and 2019-2020). To this end, firstly an extensive bibliographic
evaluation was carried out, as well as the review of cartographic material from the study periods, focused on the detection of possible unstable zones due to the occurrence of mass removal processes. In the same way, the geological and structural data of the study area were verified in the field, in order to establish and validate the temporal and spatial patterns of different landslides types. Using a GIS, it was possible to define the models that explain the shape, direction and magnitude of the ground movements, both vertical and horizontal in each period of time, whose consequences were later verified in the field. With the obtained geological model, the lithological profiles, stratigraphic columns, structural data, and the models with the speeds of ground displacement per period of time, it was possible to identify the critical zones and the causes of said movements, which go through a combination of geological, tectonic and anthropic processes resulting from the work to bury the section two of the oil pipeline OCP.",Movimiento en masa||Oleoducto||Modelo de datos||Arcgis||Modelo geológico
"Origen de los enjambres sísmicos en Imantag, provincia de Imbabura: enero – mayo 2016","García Villarruel, Andrea Paola","Troncoso Salgado, Liliana Paulina",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2018,2018-07-07T02:52:45Z,"En el norte del Valle Interandino del Ecuador se produjeron algunos terremotos destructivos, a lo largo de fallas activas, durante tiempos históricos y pocas erupciones volcánicas ocurrieron durante el Holoceno. Entre febrero y abril de 2016, la Red Sísmica Nacional (RENSIG) del Instituto Geofísico de la Escuela Politécnica Nacional (IGEPN) registró varios enjambres sísmicos, cerca de la parroquia de Imantag, cantón Cotacachi, cerca de volcanes del Holoceno y fallas activas. Estos enjambres sísmicos anómalos se analizaron cuantitativamente utilizando el análisis espectral, las técnicas de relocalización, el valor del parámetro b y las soluciones de los mecanismos focales, con el fin de definir su origen (tectónico y / o volcánico). Las relocalizaciones de sismos sugieren una alineación NE-SW, paralela al sistema principal de fallas El Ángel-Otavalo, donde las ubicaciones de focos someros muestran un plano de buzamiento ~ 45º hacia el este. Los análisis espectrales resaltan la presencia de terremotos de alta frecuencia e híbridos para el período de este estudio. El valor ""b"", 0.8, sugiere mayor concentración de esfuerzos en la zona, posibilitando la generación de sismos de mayor magnitud. Aunque las soluciones de los mecanismos focales de tres terremotos principales (ML ˂ 3) no están bien definidas, sugieren un movimiento transcurrente dextral orientado a un plano NE-SW. Por lo tanto, esta investigación permite concluir que la fuente que generó los enjambres en el área de Imantag está relacionada con el sistema de fallas ""El Ángel-Otavalo"". Los eventos de alta frecuencia están relacionados con la ruptura de la falla, mientras que los eventos híbridos podrían deberse a la ruptura de la falla y a la propagación de la ruptura en la corteza superior poco profunda. Estos resultados contribuyen a la estimación de los riesgos sísmicos en el norte del Valle Interandino.||On northern Interandean Valley of Ecuador some destructive earthquakes occurred along the active faults during historical times and few volcanic eruptions occurred during the Holocene times. Between February and April 2016, the National Seismic Network (RENSIG) of the Instituto Geofisico at the Escuela Politecnica Nacional (IGEPN) recorded several seismic swarms, near the parish of Imantag, Cotacachi district, close to both, Holocene volcanoes and active faults. These anomalous seismic swarms were analyzed quantitatively using spectral analysis, relocation techniques, the b value parameter and focal mechanism solutions define their origin, tectonic and/or volcanic. The earthquake relocations suggest a NE-SW alignment, parallel to the main fault system El Angel-Otavalo, where the shallow foci locations show a plane dipping ~ 45 to the East. The spectral analyses highlight the presence of both, high frequency and hybrid earthquakes for the period of this study. The “b” value, 0.8, suggests greater concentration of efforts in the area, enabling the generation of larger earthquakes. Although the focal mechanism solutions of three main earthquakes (Ml ˂ 3) are not well constrained, the solutions suggests a dextral strike-slip motion of a plane oriented NE-SW. Thus, this investigation allows to conclude that the source that generated the swarms on the Imantag area is related to the “El Angel-Otavalo” fault system. The high frequency events are related to the fault rupture, while the hybrid events could be due the fault rupture and rupture propagation into the shallow upper crust. These results contribute to the estimation of seismic hazards into the northern Ineterandean Valley",ENJAMBRES SÍSMICOS||RELOCALIZACIÓN||AMENAZAS NATURALES
Estudio de factibilidad geológica para la perforación de nuevos pozos con objetivo principal la Formación Hollín en el Campo Yuralpa,"Angamarca Ipiales, Jessica Alexandra","Bustos Cedeño, Jairo Geovanny",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2023,2023-12-18T20:24:23Z,"La caracterización de reservorios es un proceso dinámico optimizable, cuya incertidumbre depende de la cantidad y calidad de datos. En el Campo Yuralpa entre los años 2021 – 2022 se han perforado 12 pozos, de ahí la importancia de incorporación de información y actualización de la caracterización del reservorio. La presente investigación incluye interpretación geofísica y de registros eléctricos a partir de la cual se construyeron mapas, modelo de facies, modelo de propiedades petrofísicas, modelo estratigráfico y estimación del petróleo original en sitio (POES) por el método volumétrico para la Formación Hollín. La evaluación de aumento de reservas se realizó en Caliza M2 en función del análisis de porosidad, permeabilidad y zonas saturadas de hidrocarburo, complementados con el modelo estratigráfico. Los mapas estructurales y modelos generados actualizados a diciembre de 2022 permitieron discriminar las zonas más prospectivas. El POES calculado en Hollín Superior corresponde a 105 MMBLS y para Hollín Principal fue de 357 MMBLS. La correlación de resultados posibilitó la definición de 4 ubicaciones de nuevos pozos y la propuesta del reacondicionamiento de un pozo en Hollín Principal. La evaluación de aumento de reservas de Caliza M2 indica que es un miembro prospectivo con moderadas características de reservorio.",Reservorio Hollín||Caracterización de reservorios||Propiedades petrofísicas
"Reevaluación macrosísmica del terremoto de los Chillos del 9 de agosto, 1938","Moposita Flores, Randy Omar","Troncoso Salgado, Liliana Paulina",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2018,2018-01-24T15:27:37Z,"A los tres meses de la cantonización de Rumiñahui, el 09/08/1938 a las 21h01 (hora local) se registra el sismo más grande ocurrido en el Valle de Los Chillos durante el siglo XX, este evento causó conmoción y devastación en los poblados de Alangasí, El Tingo y Sangolquí. Los parámetros sísmicos reportados por diferentes autores no son coincidentes, como: fuente y atenuación, además la aceleración sísmica no había sido detallada. En el presente estudio se analiza la potencial fuente sísmica mediante: análisis estructural, anomalías geomorfológicas, actividad sísmica y evidencias tectónicas. El análisis de los mencionados parámetros permitió determinar una estructura (inferida-cubierta) con dirección aproximada de N50°E buzando 85°SE. Además, se realizó la reevaluación macrosísmica mediante la revisión de información histórica existente, utilizando la Escala Macrosísmica Europea de 1998, que permitió establecer puntos de intensidad a través de la evaluación del daño estructural provocado durante el terremoto. La interpolación tipo Kriging ordinario de dichos puntos, facultó el trazado de isosistas, dando a conocer una nueva hipótesis sobre la localización epicentral, en las coordenadas 0.305787°S y 78.427057°W, con intensidad máxima (EMS-98) de VIII. Además, se obtuvo una magnitud equivalente a 6.00 ± 0.4 Mw mediante la elaboración de dos modelos analíticos de regresión (lineal y exponencial), que consideraron los eventos sísmicos ocurridos en la zona con magnitud mayor o igual a 3.0 Mw, a través de la resolución de las ecuaciones de Donovan y algunas metodologías gráficas se encontró la aceleración sísmica del terremoto de 1938, correspondiente a 290.66 cm/seg2 (0.29g), a una profundidad de 11.11 ± 3.47 Km||Three months after the cantonization of Rumiñahui, on 09/08/1938 at 9:01 p.m. (local time) the largest earthquake occurred in Los Chillos during the 20th century, this event caused commotion and devastation in the villages of Alangasí, El Tingo and Sangolquí. The parameters reported by different authors are not coincident, such as: source and atenuation, in addition the seismic acceleration had not been detailed. In the present study, the potential seismic source is analyzed through: structural analysis, geomorphological anomalies, seismic activity and tectonic evidences. The analysis of these parameters allowed to determine a structure with direction of N54 °E diving 75 °SE. In addition, a macroseismic reevaluation is carried out by reviewing the existing historical information and the 1998 European Macroseismic Scale. Intensity points can be established through the assessment of the damage caused by the earthquake. The interpolation type ordinary Kriging of these points, permitted the plotting of the isosists that gave the possibility of knowing a new hypothesis about the epicentral location, in the coordinates 0.305787 ° S and 78.427057 ° W, with maximum intensity (EMS-98) of VIII. Aditionally, a magnitude equivalent to 6.00 ± 0.4 Mw was obtained for the elaboration of analytical analysis models (linear and exponential), which considered the seismic events that occurred in the area with magnitude greater than or equal to 3.0 Mw, through the resolution of Donovan's equations and some graphical methodologies is the seismic acceleration of the earthquake of 1938, corresponding to 290.66 cm/s2 (0.29g), to a depth of 11.11 ± 3.47 km",SISMO HISTÓRICO||TERREMOTO DE 1938||FUENTE SÍSMICA||ACELERACIÓN SÍSMICA
"Exploración inicial de minerales metálicos en la concesión minera ¨La Envidia¨, provincia de Cotopaxi, cantón la Maná","Félix González, Erika Rosa","Jarrín Jurado, Jaime Raúl",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2017,2017-09-07T19:50:07Z,"Ecuador es un país con gran variedad de recursos minerales por lo que la investigación para descubrir nuevos depósitos y yacimientos permite contribuir al desarrollo de la minería a nivel nacional. El valle Estero Hondo, está dividido en siete concesiones; una de ellas, el área minera La Envidia ubicada en la provincia de Cotopaxi, cantón La Maná; es una zona catalogada como propicia para prospección, exploración y explotación de oro aluvial dentro del régimen de pequeña minería según información histórica y trabajos realizados en el valle. El presente proyecto abarca estudios geológicos y exploratorios; desarrollados en tres fases: revisión bibliográfica preliminar, muestreo de sedimentos pesados y la interpretación de datos (Método mineralométrico y clasificación por colores de las partículas de oro). El muestreo de sedimentos pesados, recolectados a través de la batea, a lo largo de los dos afluentes cercanos: Estero Hondo y Estero El Moral; dieron como resultado leyes de 0.28 grAu/m3 y 0.10 grAu/m3, respectivamente para cada estero y debido a que Estero Hondo presenta un mayor indicio de contenido de oro los labores mineros continuaron desarrollándose cercanos a este afluente con la apertura de un pozo exploratorio denominado A1 ubicado dentro de un área piloto establecida entre el área minera La Envidia y los pozos pertenecientes a la concesión minera adjunta para: correlacionar los estratos, determinar la profundidad así como el espesor en la que se encuentra la grava aurífera y obtener la ley de cada pozo; todos estos datos sirvieron para el cálculo del recurso inferido aplicando el método de Triángulos dando como resultado un recurso inferido de 299.851 grAu en un volumen de 492.096m3 ,una ley promedio de 0.56grAu/m3 y un volumen de sobrecarga de 3993.95 m3.||Ecuador is a country with a big variety of mineral resources, so that geological investigation in order to discover new mineral deposits let develop Ecuadorian mining. The Estero Hondo Valley splited in seven mining areas, one of that is La Envidia located in Cotopaxi province, La Maná town; it is an excellent area to geological prospection, exploration and exploitation of secondary gold, working in “small mining” regime according to historic information and old mines into this valley. This project include geological studies, and field exploration studies; these studies were developed in three steps: bibliographic review, heavy sediments sampling and data interpretation (mineralometric method and color classification of gold particles). The sampling of heavy sediments recollected by the gravimetric method of “batea” along two near rivers: Estero Hondo and Estero El Moral; threw this results: 0.28 grAu/m3 and 0.1 grAu/m3, respectively, according with this results Estero Hondo has a better trend of gold content, there are other “mining works” developing near of Estero Hondo river, in order to get more and better information about this gold deposit we decided to dig a vertical pit denominated A1, this one located inside of a pilot area in La Envidia mining area, we got data of other vertical pits, like mineral depth, gold tenor, gold stratum length; in order to get a geological correlation and get an estimated information of inflicted mineral resource applying the Triangles method, the result of that calculation is: inflicted mineral resource: 299.851 gr Au, gold average tenor of 0.56 grAu/m3 and an over burden of 3993.95 m3.",MUESTREO SEDIMENTOS PESADOS||MINERALOMETRÍA||GRAVIMETRÍA||ECUACIÓN DE REEDMAN||LEY PONDERADA||RECURSO INFERIDO
Caracterización geológica de la formación socorro en el campo Pacoa,"Cuadros Buenaventura, Valeria Annabel","Bustos Cedeño, Jairo Geovanny",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2018,2018-03-22T19:55:16Z,"El Campo Pacoa, ubicado en la provincia de Santa Elena, no dispone de información geológica suficiente para el principal reservorio de esta zona. Sin embargo el análisis de informes geológicos, registros eléctricos, núcleos de perforación y sísmica 2D disponible para esta zona, permitió establecer que la Fm. Socorro podría presentar secuencias de menor orden, caracterizadas por la depositación cíclica de arcillolitas y areniscas. Cada secuencia comienza a la base con depósitos de areniscas turbidíticas de lóbulos o canales de abanico submarino, que pasan a areniscas arcillolíticas y/o arcillolitas.
Se ha determinado un paleoambiente de talud continental y plataforma marina para el Bloque 1, como lo propone Benítez (1995) y PDVSA (2014), sin embargo se ha considerado la evolución de acuerdo a Jaillard (1995).
SEPSA (2017), consideró un modelo estructural simple, que no presenta fallas en el anticlinal. Sin embargo, en las correlaciones estratigráficas se identificaron variaciones de espesor y posición estructural para la Fm. Socorro, que podrían corresponder a la presencia de fallas, no obstante, haciendo referencia al modelo estructural, se propone que estos cambios y la no lateralidad son productos del ambiente de depositación y el paleorelieve||Pacoa field is located in Santa Elena province, which does not have enough geological information for main reservoir in this area. However, the analysis of available geological reports, electrical logs, drilling cores and 2D seismic for the Pacoa Field, allowed to establish that the Socorro Formation could show some sequences of minor order, characterized by cyclic deposition of claystones and sandstones. Each sequence begins with deposits of lobes of turbiditic sandstone or channels from submarine fan that pass to clayly sandstone and claystones.
It has been determined a paleoenvironment of continental slope and sea platform for the Block 1, proposes by Benitez (1995) and PDVSA (2014). However, it has been considered the evolution according Jaillard (1995).
The structural model proposed by SEPSA (2017) in its first interpretation of the Pacoa Field, considered a simple structural model, which not show faults in the anticline. However in the stratigraphic correlations were identified thickness and structural position variations of the Socorro Formation, which could correspond to the faults presence that surely will be confirmed with the reinterpretation of the existent 2D seismic. Nevertheless, doing reference to the preliminary structural model it is proposed that these changes and the lack of lateral continuity are product of the environment deposition and the paleorelief",CAMPO POCOA||ABANICO SUBMARINO
Análisis sedimentológico para la generación del modelo estático de la Arenisca U inferior del campo Armadillo,"Noboa Parra, Pamela Alejandra","Bustos Cedeño, Jairo Geovanny",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2019,2019-09-27T21:35:41Z,"El presente trabajo de titulación permitió ubicar pozos de desarrollo con menor incertidumbre geológica en la arenisca U inferior del Campo Armadillo, al integrar un modelo sedimentológico basado en análisis de núcleos y de registros eléctricos y la generación de un modelo geoestadístico que represente la heterogeneidad interna del reservorio.
Como resultado de los estudios geofísicos en el campo Armadillo, se determinó la ubicación de 3 cuerpos volcánicos dentro de la secuencia estratigráfica, los que fueron validados con los resultados del MEB, en estos análisis se encontraron minerales producto de alteración provocados por el emplazamiento del flujo magmático.
En el análisis sedimentológico del núcleo del pozo Armadillo 007 se determinó 7 facies litológicas, definiéndose como un ambiente marino somero a estuarino, ambiente que favorece a mejorar la porosidad y permeabilidad en él reservorio.
Resultado de la interpretación petrofísica y geológica el valor de POES más probable para el campo Armadillo es de 249,545,979.23 Bls con un Boi de 1.106 bl/bn, se definió 2 pozos de desarrollo a partir del modelo sedimentológico, mapa de espesor de arenisca, mapa de porosidad, mapa de permeabilidad y adicionalmente el mapa de acumulados de producción.||The present work allowed to locate development wells with less geological uncertainty in the lower U sandstone in Armadillo Field, by integrating a sedimentological model based on core analysis, electrical logs and a geostatistical model that represents internal heterogeneity of the reservoir.
As a result of the geophysical studies in Armadillo field, 3 volcanic structures within the stratigraphic sequence were determined, and validated with the results of the MEB, in these analyzes found mineral alterations product of the magmatic flow into the reservoir. In the core sedimentological analysis of Armadillo 007, 7 lithological facies were determined, defining as a shallow marine estuary environment, this kind of environment improve the porosity and permeability in the reservoir.
As a result of the petrophysical and geological interpretation, the most probably OOIP value for lower U Sandstone is 249,545,979.23 Bls with a Boi of 1,106 bl / bn, 2 development wells were defined fromregarding the sedimentological model, sandstone thickness map, porosity map, permeability map and additionally the accumulated production map.",GEOESTADÍSTICO||SEDIMENTOLOGÍA||ESTRATIGRAFÍA||PETROFÍSICA
"Empleo de las clasificaciones geomecánicas, para la investigación del comportamiento geotécnico de las excavaciones subterráneas en la Central la Hidroeléctrica Coca Codo Sinclair 1500 mw","Mullo Vallejo, Franco Geovanny","Astudillo Samaniego, Leonardo",Ingeniera/o en Geología,Carrera de Ingeniería en Geología,2012,2012-07-02T20:09:45Z,"OBJETIVO GENERAL: emplear las clasificaciones geomecánicas del macizo rocoso e investigar el comportamiento geotécnico de las excavaciones subterráneas. PROBLEMA: falta de información en excavaciones de grandes dimensiones. HIPÓTESIS: Empleando clasificaciones geomecánicas, se investigará el comportamiento geotécnico de las excavaciones subterráneas en la Central Casa de Máquinas de la Hidroeléctrica Coca Codo Sinclair 1500 Mw. MARCO REFERENCIAL: El proyecto se desarrolla entre las provincias de Napo y Sucumbìos, La Casa de Màquinas específicamente se encuentra al margen del Rìo Coca, la caverna de transformadores y de Casa de Màquinas tienen 320º de orientación. MARCO METODOLÓGICO: recopilación geológica de la zona, determinación de las características geotécnicas del macizo rocoso, análisis de fases de excavación, sostenimiento, determinación de equipos y maquinarias. MARCO TEÓRICO: ubicación, características socioeconómicas, geológicos, propiedades físico mecánicas y geotecnia, voladuras en grandes galerías. geología local, propiedades físico-mecánicas y geotécnicas.....||GOAL: To use the geomechanical classification of rock mass and investigate the geotechnical behavior of underground excavations. PROBLEM: Lack of information on large-scale excavations. HYPOTHESIS: Using geomechanical classifications, will investigate the geotechnical behavior of underground excavations in Central powerhouse of Coca Codo Sinclair Hydroelectric 1500 Mw. FRAMEWORK: The project is located between the provinces of Napo and Sucumbios, The Powerhouse is specifically outside the Coca River, the cave of transformers and power house are 320 degrees of orientation. METHODOLOGICAL FRAMEWORK: area's geological collection, determination of the geotechnical characteristics of rock mass excavation phase analysis, maintenance, identification of equipment and machinery. THEORETICAL location, socioeconomic characteristics, geological, mechanical and physical properties and geotechnical, blasting in large galleries. local geology, physical-mechanical properties and geotechnical",CLASIFICACIONES GEOMECÁNICAS||EXCAVACIONES SUBTERRÁNEAS||PROYECTO HIDROELÉCTRICO COCA CODO SINCLAIR||EXCAVACIÓN DE CAVERNAS||MECÁNICA DE ROCAS||GEOTECNIA
